學號,班一般名次,班一般人數,平均成績,鎖定排名,系所名稱,系一般名次,系一般人數,年級班別,組別,組一般名次,成績是否全到,班名次,班人數,系名次,系人數,組名次,組人數,學年
20acbecc3a7872af0d0a0ea1868046934fc06c56955f9720efdc9a1a07084a23,"20 ","32 ",89.35,全班成績已到鎖定排名,財務金融學系碩士班,"20 ","32 ",2年級,,,成績全到,"20 ","32 ","20 ","32 ",,,107
2441962bbc38b06698a4efa2ea77d149e0d4d415871f20bbdc29874995535e96,"31 ","32 ",85.53,全班成績已到鎖定排名,財務金融學系碩士班,"31 ","32 ",3年級,,,成績全到,"31 ","32 ","31 ","32 ",,,107
e82a6d473988cfe159164cb1a378c1407f1b5b6e2c9b1bd7f3d4a9fb21bd8ea4,"9  ","22 ",90.12,全班成績已到鎖定排名,財務金融學系碩士班,"9  ","22 ",2年級,,,成績全到,"9  ","22 ","9  ","22 ",,,106
bf732fa5c3505702b5f041e327a1a2283e010ba65e0af8c4503052fb19544c19,"12 ","22 ",89.17,全班成績已到鎖定排名,財務金融學系碩士班,"12 ","22 ",2年級,,"   ",成績全到,"12 ","22 ","12 ","22 ","   ","   ",106
bda8c154d60e754281c62352a12a7e973feb6ff2edab96c71f08638078e8f0e6,"4  ","13 ",90.16,全班成績已到鎖定排名,經濟學系碩士班,"4  ","13 ",3年級,,,成績全到,"4  ","13 ","4  ","13 ",,,107
15ae12e04139ae7947708f80e40cb2b6cd35cfab6895b0b420bb6a700d5ca1b8,"5  ","13 ",89.96,全班成績已到鎖定排名,經濟學系碩士班,"5  ","13 ",3年級,,,成績全到,"5  ","13 ","5  ","13 ",,,107
dddcc0e5203f6f464204efbdf7f7f429339a0eaeb065ada09e940a9633f0bd35,"2  ","11 ",90.73,全班成績已到鎖定排名,經濟學系碩士班,"2  ","11 ",2年級,,,成績全到,"2  ","11 ","2  ","11 ",,,106
77b9590b759b880a9edacc6e4cab3052c41ac5b943e9186bb0228c6309e7cb68,"7  ","11 ",88.84,全班成績已到鎖定排名,經濟學系碩士班,"7  ","11 ",2年級,,,成績全到,"7  ","11 ","7  ","11 ",,,106
af655ffae4bb7b832d683979aedc826b71bdc47cf9584627e817d414cfbdd93f,"4  ","11 ",90.08,全班成績已到鎖定排名,經濟學系碩士班,"4  ","11 ",2年級,,,成績全到,"4  ","11 ","4  ","11 ",,,106
964097d7a2e1cc439e000ee492c93ac01eb440eef8d572e7b25263ef14a0e58a,"10 ","11 ",86.94,全班成績已到鎖定排名,經濟學系碩士班,"10 ","11 ",2年級,,,成績全到,"10 ","11 ","10 ","11 ",,,106
d060d5c09fe7acaedc52473a9a15469ba1906a612cff7679f72361a65f334d45,"6  ","11 ",89.00,全班成績已到鎖定排名,經濟學系碩士班,"6  ","11 ",2年級,,,成績全到,"6  ","11 ","6  ","11 ",,,106
565d5ef9ca6ce0eb7e0da63e149143df6ec9dc9787d67aa69180791abd93059e,"9  ","11 ",87.50,全班成績已到鎖定排名,經濟學系碩士班,"9  ","11 ",2年級,,,成績全到,"9  ","11 ","9  ","11 ",,,106
6f14a170eda8b730408d045782fd8fa0c68775766c259bd57428623356afba93,"1  ","11 ",90.84,全班成績已到鎖定排名,經濟學系碩士班,"1  ","11 ",2年級,,,成績全到,"1  ","11 ","1  ","11 ",,,106
4f9d7952227b00fa885c26fa6d86d71261a24749d10cceff307b48e095168234,"11 ","11 ",86.41,全班成績已到鎖定排名,經濟學系碩士班,"11 ","11 ",2年級,,,成績全到,"11 ","11 ","11 ","11 ",,,106
5a93f91a437e0f474ba6601f3d4cb928104a753ec01718fb59a9eca5373b195d,"5  ","11 ",89.41,全班成績已到鎖定排名,經濟學系碩士班,"5  ","11 ",2年級,,,成績全到,"5  ","11 ","5  ","11 ",,,106
e71662dd556e1a9466b1dce512cee690eb969cd3bfacc801d1f45b55fb1f626b,"6  ","13 ",91.99,全班成績已到鎖定排名,會計研究所碩士班,"6  ","13 ",2年級,,,成績全到,"6  ","13 ","6  ","13 ",,,106
e8a242ac035b5f9c496f79acf8867707d0402085d24794970ac55d95e81aeeb8,"5  ","13 ",92.08,全班成績已到鎖定排名,會計研究所碩士班,"5  ","13 ",2年級,,,成績全到,"5  ","13 ","5  ","13 ",,,106
049b9d9618758635390e8763b51bdc97c46019d12196104fd64cb3003aacd26d,"2  ","13 ",93.53,全班成績已到鎖定排名,會計研究所碩士班,"2  ","13 ",2年級,,,成績全到,"2  ","13 ","2  ","13 ",,,106
710979fff0d39d659010a3e35ee0a1f8f6081e8187569dd58ae1939246331ffc,"7  ","13 ",91.63,全班成績已到鎖定排名,會計研究所碩士班,"7  ","13 ",2年級,,,成績全到,"7  ","13 ","7  ","13 ",,,106
959f7fc13817fbb8e6b5114eaebbb7ac014426afdd65ee7c9d7564f47ac45156,"9  ","13 ",91.19,全班成績已到鎖定排名,會計研究所碩士班,"9  ","13 ",2年級,,,成績全到,"9  ","13 ","9  ","13 ",,,106
323b7f1591dcf3d2973387fb2331677e047097e91b0bf248720ea13dd8b7411e,"3  ","13 ",92.82,全班成績已到鎖定排名,會計研究所碩士班,"3  ","13 ",2年級,,,成績全到,"3  ","13 ","3  ","13 ",,,106
edb8e4551c459e62d2797c9fe11e27854ca815fa12af8bcb575fdefeecaf4831,"1  ","15 ",94.53,全班成績已到鎖定排名,會計研究所碩士班,"1  ","15 ",2年級,,,成績全到,"1  ","15 ","1  ","15 ",,,107
b3cb76aa20bfb7ac0bc222c7d1e21583b869d155d5ce58996beecfa1a607fa7c,"10 ","13 ",90.90,全班成績已到鎖定排名,會計研究所碩士班,"10 ","13 ",2年級,,,成績全到,"10 ","13 ","10 ","13 ",,,106
f18f2fe6b7a1550cd6d476d65c12f3617a2cf6081b27300b71d0bc221880ede2,"13 ","13 ",87.76,全班成績已到鎖定排名,會計研究所碩士班,"13 ","13 ",2年級,,,成績全到,"13 ","13 ","13 ","13 ",,,106
944dd4cd49b83481b47ef89d5a5ea7eae0eec73a8ddc954b2d787a10a79fc56d,"11 ","13 ",90.51,全班成績已到鎖定排名,會計研究所碩士班,"11 ","13 ",2年級,,,成績全到,"11 ","13 ","11 ","13 ",,,106
a6b4a615850de1fdb3021b257761e8b663bbb056c75458a3305376cb94a0bde1,"1  ","13 ",93.73,全班成績已到鎖定排名,會計研究所碩士班,"1  ","13 ",2年級,,,成績全到,"1  ","13 ","1  ","13 ",,,106
52234bc8e64be285a28994570b82e1c68fc9432b1429565e24ccf8c36f2ce5fb,"12 ","13 ",90.42,全班成績已到鎖定排名,會計研究所碩士班,"12 ","13 ",2年級,,,成績全到,"12 ","13 ","12 ","13 ",,,106
1bbd544a3d7208660986ccd0ec28abecbefd98e84647aeb74274617c27e4aa7b,"8  ","13 ",91.59,全班成績已到鎖定排名,會計研究所碩士班,"8  ","13 ",2年級,,,成績全到,"8  ","13 ","8  ","13 ",,,106
4b28de7d78ea16c65d53078884e4fc6ef6ae1d8dbb9c70e0800a8754a3dfb9b3,"4  ","13 ",92.21,全班成績已到鎖定排名,會計研究所碩士班,"4  ","13 ",2年級,,,成績全到,"4  ","13 ","4  ","13 ",,,106
35b91ec3e07d6f692ec7d4c24581d240f301b03a3944560e1aa8b3803efd885f,"12 ","35 ",93.20,全班成績已到鎖定排名,管理學院高階主管企管碩士班,"33 ","70 ",2年級1班,一般經營管理組,"12 ",成績全到,"12 ","35 ","33 ","70 ","12 ","35 ",106
93c34b48daa9f49e5df3865a7c53be838deef42c2cb4a0df34c16e987aeff467,"31 ","35 ",90.98,全班成績已到鎖定排名,管理學院高階主管企管碩士班,"62 ","70 ",2年級1班,一般經營管理組,"31 ",成績全到,"31 ","35 ","62 ","70 ","31 ","35 ",106
469e77b65c7ac92d9271d4c94d3ab9bedb6667b09854a90d0b05139fe38b89e7,"24 ","35 ",92.27,全班成績已到鎖定排名,管理學院高階主管企管碩士班,"51 ","70 ",2年級1班,一般經營管理組,"24 ",成績全到,"24 ","35 ","51 ","70 ","24 ","35 ",106
a5f8dd6e262aab9ffb4d4d582a5daae24bd3b3162eac5031b08dc38a95c739d1,"5  ","35 ",93.90,全班成績已到鎖定排名,管理學院高階主管企管碩士班,"21 ","70 ",2年級1班,一般經營管理組,"5  ",成績全到,"5  ","35 ","21 ","70 ","5  ","35 ",106
6bc6875fee26f53f1c7352ad44beec15f11e4447a6c5c9cd0ed4d5b93942d8a2,"11 ","35 ",93.38,全班成績已到鎖定排名,管理學院高階主管企管碩士班,"31 ","70 ",2年級1班,一般經營管理組,"11 ",成績全到,"11 ","35 ","31 ","70 ","11 ","35 ",106
04f557df32e52d7735a2af26674d5ea37e6d51ec8a2b55785e1a2371ad59ee0d,"4  ","35 ",94.06,全班成績已到鎖定排名,管理學院高階主管企管碩士班,"18 ","70 ",2年級1班,一般經營管理組,"4  ",成績全到,"4  ","35 ","18 ","70 ","4  ","35 ",106
4873147d5a59f090601804a77998f90eea922dd2319f8c957288fc39672cd2b8,"9  ","35 ",93.54,全班成績已到鎖定排名,管理學院高階主管企管碩士班,"28 ","70 ",2年級1班,一般經營管理組,"9  ",成績全到,"9  ","35 ","28 ","70 ","9  ","35 ",106
2a1b64c76e1cc018393718947faaabe46ee405b496866efee4c392e32b7a692f,"7  ","35 ",93.78,全班成績已到鎖定排名,管理學院高階主管企管碩士班,"23 ","70 ",2年級1班,一般經營管理組,"7  ",成績全到,"7  ","35 ","23 ","70 ","7  ","35 ",106
31ecfdbd23f5755b3b63a8beab1172b354aa559ab1e48e1c464deb89619fb1d6,"8  ","35 ",93.67,全班成績已到鎖定排名,管理學院高階主管企管碩士班,"27 ","70 ",2年級1班,一般經營管理組,"8  ",成績全到,"8  ","35 ","27 ","70 ","8  ","35 ",106
6e5c0c12005f4fad9f2c9eaed82bf5271a9b3e8bccdc52f468cc79178c54439f,"19 ","35 ",92.51,全班成績已到鎖定排名,管理學院高階主管企管碩士班,"42 ","70 ",2年級1班,一般經營管理組,"19 ",成績全到,"19 ","35 ","42 ","70 ","19 ","35 ",106
553733bb94947b2d27c213eeccd7bf990493b16fc723f5b254a9400498cce5eb,"10 ","35 ",93.53,全班成績已到鎖定排名,管理學院高階主管企管碩士班,"29 ","70 ",2年級1班,一般經營管理組,"10 ",成績全到,"10 ","35 ","29 ","70 ","10 ","35 ",106
bb3686bc92caed4bca1b2f9d90044be6f576e29b9f6e3a9268a2ca600725967f,"14 ","35 ",93.00,全班成績已到鎖定排名,管理學院高階主管企管碩士班,"35 ","70 ",2年級1班,一般經營管理組,"14 ",成績全到,"14 ","35 ","35 ","70 ","14 ","35 ",106
80509483fdf746593ef646a1a5820e36db707e4e0a658fad03c6a103a1bcc309,"33 ","35 ",90.72,全班成績已到鎖定排名,管理學院高階主管企管碩士班,"66 ","70 ",2年級1班,一般經營管理組,"33 ",成績全到,"33 ","35 ","66 ","70 ","33 ","35 ",106
ddf22e3f013928c7543d124ae9c24f5db93a042a6ad25c811218bf5db853a03e,"13 ","35 ",93.14,全班成績已到鎖定排名,管理學院高階主管企管碩士班,"34 ","70 ",2年級1班,一般經營管理組,"13 ",成績全到,"13 ","35 ","34 ","70 ","13 ","35 ",106
91dbdc20f57983cd7c6bc5e9629b34cc06278c7430c5155133ed43b86f87492e,"28 ","35 ",91.89,全班成績已到鎖定排名,管理學院高階主管企管碩士班,"56 ","70 ",2年級1班,一般經營管理組,"28 ",成績全到,"28 ","35 ","56 ","70 ","28 ","35 ",106
f7d01ec3156973ef730acaa7c4060f40ee6816f539fc2cfd01bfba144a8d0cea,"23 ","35 ",92.49,全班成績已到鎖定排名,管理學院高階主管企管碩士班,"47 ","70 ",2年級1班,一般經營管理組,"23 ",成績全到,"23 ","35 ","47 ","70 ","23 ","35 ",106
960bfa31f512cd57e6e4387374230cfcfcbd3f5eaebd2815076c5baa7c3d1e98,"35 ","35 ",90.62,全班成績已到鎖定排名,管理學院高階主管企管碩士班,"68 ","70 ",2年級1班,一般經營管理組,"35 ",成績全到,"35 ","35 ","68 ","70 ","35 ","35 ",106
ef6ee91d5a6c292824f631c472ac68ed85dbca543d59650c1c34f1bcc6aa64fe,"1  ","35 ",94.87,全班成績已到鎖定排名,管理學院高階主管企管碩士班,"5  ","70 ",2年級1班,一般經營管理組,"1  ",成績全到,"1  ","35 ","5  ","70 ","1  ","35 ",106
129e1e24b0a1432674346402fa6d9372599b12288380522814fb58884c1c9a5d,"30 ","35 ",91.17,全班成績已到鎖定排名,管理學院高階主管企管碩士班,"61 ","70 ",2年級1班,一般經營管理組,"30 ",成績全到,"30 ","35 ","61 ","70 ","30 ","35 ",106
2cae09017fbf938d25c32f640836558129bad50dda56a5a6ef2d7c4bbf831488,"40 ","48 ",90.71,全班成績已到鎖定排名,管理學院高階主管企管碩士班,"64 ","75 ",2年級1班,一般經營管理組,"40 ",成績全到,"40 ","48 ","64 ","75 ","40 ","48 ",107
397f397bcb5b67e39e7f8f20bbd4a4db4232d13d7aba92a3fc7fe3beec0e0a68,"19 ","35 ",92.51,全班成績已到鎖定排名,管理學院高階主管企管碩士班,"42 ","70 ",2年級1班,一般經營管理組,"19 ",成績全到,"19 ","35 ","42 ","70 ","19 ","35 ",106
42e48697815252f30f9f6564a12b74478ccf1ff29775de6b37258719113d1535,"3  ","35 ",94.08,全班成績已到鎖定排名,管理學院高階主管企管碩士班,"16 ","70 ",2年級1班,一般經營管理組,"3  ",成績全到,"3  ","35 ","16 ","70 ","3  ","35 ",106
418e40b3f317e6253c86a42ebea1c8ea32ea1bf06b692ad7588c9839e34a13db,"6  ","35 ",93.86,全班成績已到鎖定排名,管理學院高階主管企管碩士班,"22 ","70 ",2年級1班,一般經營管理組,"6  ",成績全到,"6  ","35 ","22 ","70 ","6  ","35 ",106
51f211f551d8aee805d546d21f194f6607f28c358d4ca8aa336f9eec2762659f,"18 ","35 ",92.52,全班成績已到鎖定排名,管理學院高階主管企管碩士班,"41 ","70 ",2年級1班,一般經營管理組,"18 ",成績全到,"18 ","35 ","41 ","70 ","18 ","35 ",106
93eb66882ebc8d3b961c2a955c458fed84ebbaf25a55d63df49db91e6020aee8,"27 ","35 ",91.90,全班成績已到鎖定排名,管理學院高階主管企管碩士班,"55 ","70 ",2年級1班,一般經營管理組,"27 ",成績全到,"27 ","35 ","55 ","70 ","27 ","35 ",106
3c7eeb04a3e9864b14731b31e186676534686eac62121b8d0ee2ec72df63184e,"34 ","35 ",90.67,全班成績已到鎖定排名,管理學院高階主管企管碩士班,"67 ","70 ",2年級1班,一般經營管理組,"34 ",成績全到,"34 ","35 ","67 ","70 ","34 ","35 ",106
eebd13142b24b3a754b947e9701801a56199599aaf5ee096de25823ef9b66fd3,"14 ","35 ",93.00,全班成績已到鎖定排名,管理學院高階主管企管碩士班,"35 ","70 ",2年級1班,一般經營管理組,"14 ",成績全到,"14 ","35 ","35 ","70 ","14 ","35 ",106
a76b698d0b556f73d824e9ef6a817a9f233ca26412f74de1eb1cada24f6b86af,"17 ","35 ",92.64,全班成績已到鎖定排名,管理學院高階主管企管碩士班,"40 ","70 ",2年級1班,一般經營管理組,"17 ",成績全到,"17 ","35 ","40 ","70 ","17 ","35 ",106
06e9fb6dd81aad095b09959003a35c6b871b451d24e0cc8ee21f9889e405d216,"2  ","35 ",94.37,全班成績已到鎖定排名,管理學院高階主管企管碩士班,"11 ","70 ",2年級1班,一般經營管理組,"2  ",成績全到,"2  ","35 ","11 ","70 ","2  ","35 ",106
234f221257f8c18413a439a809270b3e9209681c15eb17bac722f93d6dd769f3,"32 ","35 ",90.92,全班成績已到鎖定排名,管理學院高階主管企管碩士班,"63 ","70 ",2年級1班,一般經營管理組,"32 ",成績全到,"32 ","35 ","63 ","70 ","32 ","35 ",106
5d340613c67d58ecc931dbdbb6aae0e0ca1939868d2ab08cee8e4aa1877f5a3a,"16 ","35 ",92.71,全班成績已到鎖定排名,管理學院高階主管企管碩士班,"39 ","70 ",2年級1班,一般經營管理組,"16 ",成績全到,"16 ","35 ","39 ","70 ","16 ","35 ",106
959250f7bcc5561fbb2e232db59e44e873330fbbb48f286f144700d9317f16b6,"26 ","35 ",91.99,全班成績已到鎖定排名,管理學院高階主管企管碩士班,"54 ","70 ",2年級1班,一般經營管理組,"26 ",成績全到,"26 ","35 ","54 ","70 ","26 ","35 ",106
03629c9040ba852a20dcd6d517174dedf91b2650a129bc0f6995e0f1be99aa00,"21 ","35 ",92.50,全班成績已到鎖定排名,管理學院高階主管企管碩士班,"44 ","70 ",2年級1班,一般經營管理組,"21 ",成績全到,"21 ","35 ","44 ","70 ","21 ","35 ",106
736f6899e2b59ced67b28e172e3dd4a507a4eb363a0003eb4921cc9eec35b0c5,"9  ","20 ",94.41,全班成績已到鎖定排名,管理學院高階主管企管碩士班,"10 ","70 ",2年級2班,兩岸經營管理組,"9  ",成績全到,"9  ","20 ","10 ","70 ","9  ","20 ",106
b6a9c720d4f4f62a85eb76434cd30257911a638a8aa63ab5cd96868a3ea47e5a,"5  ","20 ",94.73,全班成績已到鎖定排名,管理學院高階主管企管碩士班,"6  ","70 ",2年級2班,兩岸經營管理組,"5  ",成績全到,"5  ","20 ","6  ","70 ","5  ","20 ",106
efd3f1945ac041549ed8143e7ec67dac1758cab0e338bd21efd033402f9dfcb1,"6  ","20 ",94.68,全班成績已到鎖定排名,管理學院高階主管企管碩士班,"7  ","70 ",2年級2班,兩岸經營管理組,"6  ",成績全到,"6  ","20 ","7  ","70 ","6  ","20 ",106
c00d568e1a9428e5940d7108f3aca535b1e533692c50991f2867a98dc925e86b,"4  ","20 ",95.14,全班成績已到鎖定排名,管理學院高階主管企管碩士班,"4  ","70 ",2年級2班,兩岸經營管理組,"4  ",成績全到,"4  ","20 ","4  ","70 ","4  ","20 ",106
4608ef869961ef382772257abfbd919cca9f3cc73637f87ad87acbe82d77edcb,"1  ","27 ",95.32,全班成績已到鎖定排名,管理學院高階主管企管碩士班,"1  ","75 ",2年級2班,兩岸經營管理組,"1  ",成績全到,"1  ","27 ","1  ","75 ","1  ","27 ",107
d9c6917712993f4b3aff9b343986ee2592d94112500d8a36682902f3094ed29d,"15 ","20 ",94.00,全班成績已到鎖定排名,管理學院高階主管企管碩士班,"19 ","70 ",2年級2班,兩岸經營管理組,"15 ",成績全到,"15 ","20 ","19 ","70 ","15 ","20 ",106
4897d35c354253dce66a1664ef92c61534c265e296e59da000a21c8d3d789963,"12 ","20 ",94.18,全班成績已到鎖定排名,管理學院高階主管企管碩士班,"14 ","70 ",2年級2班,兩岸經營管理組,"12 ",成績全到,"12 ","20 ","14 ","70 ","12 ","20 ",106
877e8f6f1a9bd5f6bb56c6e0e655feae27420922ddba36c65c0b726f10d3fbba,"6  ","20 ",94.68,全班成績已到鎖定排名,管理學院高階主管企管碩士班,"7  ","70 ",2年級2班,兩岸經營管理組,"6  ",成績全到,"6  ","20 ","7  ","70 ","6  ","20 ",106
dba312893f976d3e0396fe4ea8594aad9ca9568e2c442016e9e125a7ab17435d,"23 ","27 ",91.28,全班成績已到鎖定排名,管理學院高階主管企管碩士班,"61 ","75 ",3年級2班,兩岸經營管理組,"23 ",成績全到,"23 ","27 ","61 ","75 ","23 ","27 ",107
29ad136538d6f7f61028fcbc5de3f57f7906fa3987b7b0a2b2342ab6d545db26,"2  ","20 ",95.73,全班成績已到鎖定排名,管理學院高階主管企管碩士班,"2  ","70 ",2年級2班,兩岸經營管理組,"2  ",成績全到,"2  ","20 ","2  ","70 ","2  ","20 ",106
87f8f90ac66f22c0b591c90c45d7add4bedddd33c43e8583cb6f52458c582279,"17 ","20 ",92.96,全班成績已到鎖定排名,管理學院高階主管企管碩士班,"37 ","70 ",2年級2班,兩岸經營管理組,"17 ",成績全到,"17 ","20 ","37 ","70 ","17 ","20 ",106
ca83de63ef0dfbaa70f8fc88050ac3a711b57652a68901f54289e6d627c1e5a6,"3  ","20 ",95.23,全班成績已到鎖定排名,管理學院高階主管企管碩士班,"3  ","70 ",2年級2班,兩岸經營管理組,"3  ",成績全到,"3  ","20 ","3  ","70 ","3  ","20 ",106
7d13c778ac03ff3ae91cf281fadd1ab4ea727bd4b3bd90a78ac681c14ec1ab55,"1  ","20 ",95.78,全班成績已到鎖定排名,管理學院高階主管企管碩士班,"1  ","70 ",2年級2班,兩岸經營管理組,"1  ",成績全到,"1  ","20 ","1  ","70 ","1  ","20 ",106
a6a1ad0815d6713c6e4c1b205b29f8732df1c3ff76b801b290e96cc226824b39,"11 ","20 ",94.19,全班成績已到鎖定排名,管理學院高階主管企管碩士班,"13 ","70 ",2年級2班,兩岸經營管理組,"11 ",成績全到,"11 ","20 ","13 ","70 ","11 ","20 ",106
9d5bc8a94948ae6c572a410094b4dffd9393f2ef81d48f1cbab917710792b8a0,"18 ","20 ",92.91,全班成績已到鎖定排名,管理學院高階主管企管碩士班,"38 ","70 ",2年級2班,兩岸經營管理組,"18 ",成績全到,"18 ","20 ","38 ","70 ","18 ","20 ",106
e54a0e5e13fcf763edc2274cc4c9b10e989fd079736d98e36650c336eb63080c,"8  ","20 ",94.64,全班成績已到鎖定排名,管理學院高階主管企管碩士班,"9  ","70 ",2年級2班,兩岸經營管理組,"8  ",成績全到,"8  ","20 ","9  ","70 ","8  ","20 ",106
f761ae7c334b4ed4034c0ecccc9724af36fb99b1382e296ee83a194552ac3625,"13 ","20 ",94.09,全班成績已到鎖定排名,管理學院高階主管企管碩士班,"15 ","70 ",2年級2班,兩岸經營管理組,"13 ",成績全到,"13 ","20 ","15 ","70 ","13 ","20 ",106
42d162f64555f573458c6e2536b51c51852eaab2fac1f3045aa3e797e5744b30,"6  ","15 ",92.48,全班成績已到鎖定排名,管理學院高階主管企管碩士班,"48 ","70 ",2年級3班,綠色經濟管理組,"6  ",成績全到,"6  ","15 ","48 ","70 ","6  ","15 ",106
558322f6eb74bdaa08637fead0836d0d6f112e8ca326b8c9b378d667736d8ddd,"9  ","15 ",91.62,全班成績已到鎖定排名,管理學院高階主管企管碩士班,"58 ","70 ",2年級3班,綠色經濟管理組,"9  ",成績全到,"9  ","15 ","58 ","70 ","9  ","15 ",106
326d6eccfc38ae1a7b42760e6c7aa68b53b114f7ec8ef01bd6dc24ef2430ddcd,"4  ","15 ",93.69,全班成績已到鎖定排名,管理學院高階主管企管碩士班,"26 ","70 ",2年級3班,綠色經濟管理組,"4  ",成績全到,"4  ","15 ","26 ","70 ","4  ","15 ",106
beee47f52d2ea0e129fd8e3a4308b0d762c8f3fd06a9d7336a00f63446596126,"5  ","15 ",93.48,全班成績已到鎖定排名,管理學院高階主管企管碩士班,"30 ","70 ",2年級3班,綠色經濟管理組,"5  ",成績全到,"5  ","15 ","30 ","70 ","5  ","15 ",106
7fbd4fe4db09e954c3a033acda9b55e739a7b90433f9008386f1bad486e8289f,"2  ","15 ",93.76,全班成績已到鎖定排名,管理學院高階主管企管碩士班,"24 ","70 ",2年級3班,綠色經濟管理組,"2  ",成績全到,"2  ","15 ","24 ","70 ","2  ","15 ",106
641ed27d80aeed97fce8000977e709ef7f26d0dd3483fd019251da39ad860355,"8  ","15 ",92.12,全班成績已到鎖定排名,管理學院高階主管企管碩士班,"53 ","70 ",2年級3班,綠色經濟管理組,"8  ",成績全到,"8  ","15 ","53 ","70 ","8  ","15 ",106
7bc0ebc391cc4113de61ef7d26e85e8c2bef61f8b5eae3fb400a4d2cec962535,"15 ","15 ",90.00,全班成績已到鎖定排名,管理學院高階主管企管碩士班,"70 ","70 ",2年級3班,綠色經濟管理組,"15 ",成績全到,"15 ","15 ","70 ","70 ","15 ","15 ",106
4a1faa840f743438ad37b3e20fcb4bcb98e341f8f760e2055b471a6b390349b0,"1  ","15 ",93.95,全班成績已到鎖定排名,管理學院高階主管企管碩士班,"20 ","70 ",2年級3班,綠色經濟管理組,"1  ",成績全到,"1  ","15 ","20 ","70 ","1  ","15 ",106
39be6b18677d7984d212f01947aa246b96bc62de1defa1be4b828bd1f5c9f4a6,"11 ","15 ",91.28,全班成績已到鎖定排名,管理學院高階主管企管碩士班,"60 ","70 ",2年級3班,綠色經濟管理組,"11 ",成績全到,"11 ","15 ","60 ","70 ","11 ","15 ",106
d8933d8d6d543c0cdcb69cd77a0029e64512bbe3d9c22d36e50016c5a435dfe7,"3  ","15 ",93.73,全班成績已到鎖定排名,管理學院高階主管企管碩士班,"25 ","70 ",2年級3班,綠色經濟管理組,"3  ",成績全到,"3  ","15 ","25 ","70 ","3  ","15 ",106
b16378f817e3bb74eaef4f5f5ed6c90f9396481e1e8376abb2eb9b130366fb95,"12 ","15 ",90.80,全班成績已到鎖定排名,管理學院高階主管企管碩士班,"64 ","70 ",2年級3班,綠色經濟管理組,"12 ",成績全到,"12 ","15 ","64 ","70 ","12 ","15 ",106
90117571a7e0ad5fa40872f02de234e151fbbe34c66111dd42665555d951d4bc,"10 ","15 ",91.51,全班成績已到鎖定排名,管理學院高階主管企管碩士班,"59 ","70 ",2年級3班,綠色經濟管理組,"10 ",成績全到,"10 ","15 ","59 ","70 ","10 ","15 ",106
cf32ce36a3536a28f57c8496efe2c81c174c1330085190b1fc44786c49604c2c,"14 ","15 ",90.05,全班成績已到鎖定排名,管理學院高階主管企管碩士班,"69 ","70 ",2年級3班,綠色經濟管理組,"14 ",成績全到,"14 ","15 ","69 ","70 ","14 ","15 ",106
3dbd5b5c4de5f96dbc74d12b7679e2cdd06be40ab02fb7ebe4cda373e8329cc0,"7  ","15 ",92.31,全班成績已到鎖定排名,管理學院高階主管企管碩士班,"50 ","70 ",2年級3班,綠色經濟管理組,"7  ",成績全到,"7  ","15 ","50 ","70 ","7  ","15 ",106
c94b0a0c51ab90fd8c67a11e89578d070fee50d891910ff97663048bcd7bd09e,"19 ","36 ",89.25,全班成績已到鎖定排名,企業管理學系碩士在職專班,"19 ","36 ",3年級,,,成績全到,"19 ","36 ","19 ","36 ",,,107
5267d4b160defa9808592aaab2b90fccacd7fbe868f7a08f35582a0e996d8ec9,"28 ","36 ",88.15,全班成績已到鎖定排名,企業管理學系碩士在職專班,"28 ","36 ",3年級,,,成績全到,"28 ","36 ","28 ","36 ",,,107
2c47c035c0c97b525cd87ce4a841f9ea527c26bb3f679fbdf97ce6f808b24f83,"15 ","36 ",90.06,全班成績已到鎖定排名,企業管理學系碩士在職專班,"15 ","36 ",3年級,,,成績全到,"15 ","36 ","15 ","36 ",,,107
53f376ae31bdab893a6990d835743480db17795df39c6defdb4ff921a42cc0f7,"29 ","36 ",88.09,全班成績已到鎖定排名,企業管理學系碩士在職專班,"29 ","36 ",3年級,,,成績全到,"29 ","36 ","29 ","36 ",,,107
234eff8187b6e9396d5e70b9ca352fb564ad4f141b4ad5d5e18c072358634477,"17 ","21 ",87.05,全班成績已到鎖定排名,企業管理學系碩士在職專班,"17 ","21 ",2年級,,,成績全到,"17 ","21 ","17 ","21 ",,,106
a6eba86160246cb5798bd12381a1e9361fb196d1fc4b53c3c1862660238ef81e,"13 ","21 ",88.57,全班成績已到鎖定排名,企業管理學系碩士在職專班,"13 ","21 ",2年級,,,成績全到,"13 ","21 ","13 ","21 ",,,106
7aac76051e2f986b54ae743588212871abf4429fcef07e09f02f967e6b900fc6,"2  ","21 ",93.56,全班成績已到鎖定排名,企業管理學系碩士在職專班,"2  ","21 ",2年級,,,成績全到,"2  ","21 ","2  ","21 ",,,106
7d5e3071cbc256795f2d899041d48b12646285ffc1009b8d93cf63d9d9e235aa,"18 ","36 ",89.48,全班成績已到鎖定排名,企業管理學系碩士在職專班,"18 ","36 ",3年級,,,成績全到,"18 ","36 ","18 ","36 ",,,107
b7415094362b7269a6d23b2e0759d338e0898032f1956a2ecc73dbaf39426dbb,"24 ","36 ",88.85,全班成績已到鎖定排名,企業管理學系碩士在職專班,"24 ","36 ",3年級,,,成績全到,"24 ","36 ","24 ","36 ",,,107
